LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	Yes
X_Columns	No
Time_Pref	Relative
Operator	lab_cos_bennett
Date	2019/08/27
Time	14:55:00.2729845046997070313
***End_of_Header***	
	
Channels	2		
Samples	27027	27027	
Date	2019/08/27	2019/08/27	
Time	14:55:00.2729845046997070313	14:55:00.2729845046997070313	
X_Dimension	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	1.000000	1.000000	
***End_of_Header***			
X_Value	Untitled	Untitled 1	Comment
	0.000000	6.006027	532nm
	0.382000	6.094784
	0.778000	6.104646
	1.176000	6.101359
	1.566000	6.012601
	1.965000	5.963292
	2.365000	5.996165
	2.758000	5.996165
	3.158000	6.084922
	3.556000	6.045475
	3.953000	6.104646
	4.352000	6.150668
	4.749000	6.186828
	5.149000	6.219702
	5.547000	2293.754189
	5.944000	2530.739005
	6.342000	2554.029532
	6.743000	2560.548250
	7.140000	2558.365482
	7.540000	2550.745519
	7.935000	2545.203129
	8.326000	2542.228122
	8.728000	2535.880344
	9.120000	2533.378708
	9.520000	2529.601599
	9.923000	2528.395160
	10.321000	2528.109165
	10.722000	2524.562167
	11.119000	2525.574656
	11.516000	2523.664734
	11.915000	2522.826472
	12.308000	2523.825811
	12.711000	2522.139426
	13.110000	2522.609510
	13.510000	2519.973095
	13.907000	2518.908009
	14.302000	2518.881711
	14.699000	2520.124311
	15.100000	2514.858054
	15.500000	2516.235434
	15.898000	2514.286064
	16.298000	2511.544455
	16.692000	2506.873201
	17.090000	2506.491874
	17.486000	2507.211793
	17.880000	2505.416926
	18.279000	2506.080961
	18.669000	2504.332117
	19.069000	2505.048749
	19.466000	2504.654272
	19.857000	2503.424822
	20.257000	2506.011928
	20.653000	2503.816011
	21.048000	2506.478724
	21.446000	2506.508310
	21.839000	2505.949469
	22.238000	2504.867947
	22.639000	2502.846257
	23.034000	2502.612859
	23.433000	2501.534624
	23.833000	2502.461643
	24.231000	2501.501751
	24.630000	2501.048103
	25.017000	2496.574087
	25.415000	2498.405113
	25.816000	2498.181577
	26.211000	2495.528725
	26.612000	2495.824582
	27.009000	2496.436020
	27.405000	2495.055354
	27.802000	2493.747008
	28.195000	2491.994877
	28.596000	2494.095462
	28.995000	2494.604993
	29.390000	2494.983033
	29.792000	2495.982373
	30.193000	2492.165816
	30.590000	2496.735164
	30.994000	2494.187506
	31.393000	2490.992250
	31.788000	2493.378830
	32.186000	2493.119133
	32.576000	2491.679296
	32.976000	2491.814075
	33.376000	2487.892325
	33.766000	2486.705609
	34.167000	2485.571490
	34.563000	2486.087597
	34.957000	2485.965967
	35.358000	2485.453148
	35.749000	2484.355189
	36.149000	2483.056705
	36.546000	2483.457756
	36.942000	2483.576099
	37.343000	2486.245387
	37.742000	2485.913370
	38.135000	2483.848945
	38.530000	2486.136906
	38.924000	2485.896933
	39.324000	2486.278260
	39.723000	2486.324282
	40.121000	2482.560323
	40.520000	2482.202007
	40.918000	2482.349936
	41.315000	2481.383469
	41.711000	2483.641845
	42.108000	2481.304574
	42.508000	2477.179011
	42.908000	2479.697084
	43.299000	2478.349290
	43.697000	2479.756255
	44.098000	2475.693151
	44.494000	2473.234250
	44.892000	2477.248044
	45.288000	2475.170470
	45.687000	2475.887102
	46.084000	2476.317738
	46.477000	2476.501827
	46.878000	2478.924568
	47.276000	2475.860803
	47.668000	2480.509047
	48.068000	2478.007411
	48.462000	2478.299981
	48.855000	2479.522857
	49.253000	2479.286171
	49.643000	2474.894337
	50.043000	2475.693151
	50.443000	2477.067243
	50.835000	2471.133665
	51.235000	2471.383500
	51.631000	2473.083034
	52.026000	2471.784550
	52.428000	2470.798360
	52.826000	2473.546544
	53.226000	2472.274358
	53.624000	2473.490659
	54.023000	2472.346679
	54.419000	2470.785211
	54.820000	2474.677375
	55.219000	2475.548510
	55.619000	2475.959422
	56.019000	2475.795057
	56.416000	2476.100776
	56.815000	2475.597819
	57.215000	2472.317093
	57.613000	2472.688558
	58.010000	2472.340104
	58.409000	2475.643842
	58.810000	2472.382839
	59.208000	2471.288168
	59.610000	2474.710248
	60.010000	2473.530107
	60.402000	2470.614271
	60.802000	2471.104079
	61.201000	2472.366403
	61.593000	2470.489354
	61.992000	2474.200716
	62.389000	2468.661614
	62.786000	2470.071866
	63.187000	2473.487372
	63.578000	2472.918669
	63.979000	2472.635961
	64.381000	2474.190855
	64.773000	2474.950221
	65.171000	2473.168504
	65.564000	2473.493947
	65.959000	2472.813475
	66.359000	2473.885136
	66.749000	2472.313806
	67.149000	2470.426895
	67.548000	2469.319075
	67.940000	2467.977856
	68.329000	2471.301317
	68.727000	2465.982464
	69.125000	2466.426250
	69.525000	2470.288828
	69.916000	2468.881864
	70.313000	2467.836502
	70.710000	2469.105400
	71.106000	2469.029792
	71.504000	2469.473578
	71.904000	2468.799681
	72.300000	2467.179042
	72.699000	2468.365757
	73.092000	2468.451227
	73.489000	2465.798375
	73.886000	2471.508417
	74.285000	2468.681338
	74.684000	2469.966673
	75.083000	2469.703689
	75.480000	2467.179042
	75.881000	2471.419660
	76.279000	2470.394022
	76.675000	2468.191530
	77.076000	2467.566943
	77.469000	2467.649126
	77.870000	2465.298706
	78.271000	2468.283575
	78.664000	2467.800342
	79.061000	2467.935121
	79.454000	2467.379567
	79.848000	2469.720125
	80.249000	2467.468324
	80.638000	2469.029792
	81.038000	2468.904875
	81.437000	2469.713551
	81.831000	2471.807561
	82.233000	2470.877255
	82.628000	2469.417694
	83.022000	2469.713551
	83.422000	2468.510399
	83.816000	2471.281593
	84.217000	2468.530122
	84.616000	2470.019270
	85.004000	2468.740510
	85.397000	2469.999546
	85.796000	2467.382854
	86.197000	2469.174433
	86.598000	2468.014016
	86.997000	2469.144848
	87.393000	2468.260564
	87.792000	2468.398630
	88.189000	2468.247414
	88.587000	2469.204019
	88.987000	2473.194802
	89.380000	2468.914737
	89.780000	2469.506451
	90.177000	2468.313160
	90.574000	2470.952863
	90.975000	2472.583364
	91.369000	2470.114601
	91.768000	2467.244788
	92.167000	2467.839789
	92.559000	2470.094878
	92.959000	2470.653719
	93.356000	2469.588633
	93.754000	2466.284896
	94.155000	2466.695808
	94.545000	2469.591921
	94.944000	2468.625454
	95.347000	2466.587327
	95.741000	2468.530122
	96.142000	2471.373638
	96.539000	2467.330257
	96.935000	2470.857531
	97.333000	2469.102113
	97.727000	2468.543272
	98.127000	2469.397970
	98.516000	2468.691200
	98.912000	2467.892386
	99.311000	2468.362470
	99.710000	2468.336172
	100.108000	2467.172467
	100.506000	2469.365097
	100.906000	2471.222422
	101.303000	2469.641230
	101.705000	2470.315127
	102.098000	2469.302638
	102.496000	2467.297384
	102.895000	2469.644517
	103.289000	2468.365757
	103.689000	2468.323022
	104.086000	2470.124463
	104.481000	2469.411119
	104.880000	2469.194157
	105.271000	2467.626115
	105.668000	2468.651752
	106.068000	2470.896979
	106.458000	2469.637943
	106.858000	2475.032404
	107.253000	2471.567588
	107.645000	2470.604409
	108.044000	2467.119870
	108.432000	2468.602443
	108.835000	2471.396649
	109.234000	2469.213881
	109.627000	2468.201392
	110.024000	2470.913416
	110.425000	2472.090269
	110.822000	2466.804289
	111.218000	2469.204019
	111.616000	2469.151422
	112.014000	2467.958132
	112.412000	2469.700401
	112.811000	2468.004154
	113.210000	2470.923277
	113.608000	2471.176400
	114.005000	2470.374298
